seq_id	class	organism	mtrA_score	mtoA_score	desc
WP_423961449.1	other	Bradyrhizobium sp.	222.2	273.3	WP_423961449.1 DmsE family decaheme c-type cytochrome, partial [Bradyrhizobium sp.]
WP_232299402.1	other	Azoarcus sp. CIB	222.2	312.9	WP_232299402.1 DmsE family decaheme c-type cytochrome [Azoarcus sp. CIB]
RIX49874.1	other	Rhodocyclales bacterium GT-UBC	222.2	347.3	RIX49874.1 MAG: DmsE family decaheme c-type cytochrome [Rhodocyclales bacterium GT-UBC]
WP_201173509.1	other	Halorhodospira halophila	222.1	236.4	WP_201173509.1 DmsE family decaheme c-type cytochrome [Halorhodospira halophila]
XZF80766.1	other	Stenotrophomonas sp. JC08	222.1	311.1	XZF80766.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. JC08]
WP_442684211.1	other	Stenotrophomonas sp. JC08	222.1	311.1	WP_442684211.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. JC08]
WP_226468145.1	other	Luteimonas panaciterrae	221.9	317.3	WP_226468145.1 DmsE family decaheme c-type cytochrome [Luteimonas panaciterrae]
WP_146329524.1	other	Noviherbaspirillum sp. UKPF54	221.8	346.0	WP_146329524.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp. UKPF54]
WP_331647232.1	other	Dokdonella sp.	221.8	309.1	WP_331647232.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_457008158.1	other	Luteimonas sp. A537	221.8	316.7	WP_457008158.1 DmsE family decaheme c-type cytochrome [Luteimonas sp. A537]
QDZ27700.1	other	Noviherbaspirillum sp. UKPF54	221.8	346.0	QDZ27700.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp. UKPF54]
WP_154359937.1	other	Duganella aquatilis	221.7	386.1	WP_154359937.1 DmsE family decaheme c-type cytochrome [Duganella aquatilis]
WP_154367181.1	other	Duganella alba	221.7	387.0	WP_154367181.1 DmsE family decaheme c-type cytochrome [Duganella alba]
WP_395681358.1	other	Dokdonella sp.	221.7	309.1	WP_395681358.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WPU57477.1	other	Stenotrophomonas acidaminiphila	221.6	308.1	WPU57477.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
WP_321990348.1	other	Stenotrophomonas acidaminiphila	221.6	308.1	WP_321990348.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
WP_313249135.1	other	Stenotrophomonas acidaminiphila	221.6	307.1	WP_313249135.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
WP_313231651.1	other	Stenotrophomonas acidaminiphila	221.6	306.5	WP_313231651.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
XLW87350.1	other	Stenotrophomonas sp. Y-13	221.4	307.3	XLW87350.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. Y-13]
WP_484189697.1	other	Motiliproteus sp.	221.4	262.8	WP_484189697.1 DmsE family decaheme c-type cytochrome, partial [Motiliproteus sp.]
WP_240212666.1	other	Stenotrophomonas	221.4	306.9	WP_240212666.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Stenotrophomonas]
WP_312346532.1	other	Stenotrophomonas	221.4	307.3	WP_312346532.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Stenotrophomonas]
WP_325418212.1	other	Aquabacterium sp.	221.3	330.5	WP_325418212.1 DmsE family decaheme c-type cytochrome [Aquabacterium sp.]
WP_337778570.1	other	Stenotrophomonas acidaminiphila	221.3	304.9	WP_337778570.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
TAK38193.1	other	Lysobacteraceae bacterium	221.1	291.0	TAK38193.1 MAG: DmsE family decaheme c-type cytochrome [Lysobacteraceae bacterium]
WP_481568475.1	other	Stenotrophomonas sp. STEN056	221.0	307.5	WP_481568475.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. STEN056]
WP_211115288.1	other	Nitrospirillum amazonense	221.0	323.3	WP_211115288.1 DmsE family decaheme c-type cytochrome [Nitrospirillum amazonense]
TWB15467.1	other	Nitrospirillum amazonense	221.0	323.3	TWB15467.1 DmsE family decaheme c-type cytochrome [Nitrospirillum amazonense]
WP_312369188.1	other	Stenotrophomonas sp.	220.9	306.3	WP_312369188.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp.]
WP_313643975.1	other	Stenotrophomonas sp.	220.9	306.2	WP_313643975.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp.]
WP_231561842.1	other	Nitrosococcus oceani	220.9	282.2	WP_231561842.1 DmsE family decaheme c-type cytochrome [Nitrosococcus oceani]
WP_293705937.1	other	Stenotrophomonas sp. UBA7606	220.9	304.9	WP_293705937.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. UBA7606]
WP_436203064.1	other	Astrobacterium formosum	220.8	259.1	WP_436203064.1 DmsE family decaheme c-type cytochrome [Astrobacterium formosum]
WP_301079002.1	other	Rhodoferax sp.	220.8	407.0	WP_301079002.1 DmsE family decaheme c-type cytochrome [Rhodoferax sp.]
WP_424615877.1	other	Bradyrhizobium sp.	220.7	266.4	WP_424615877.1 DmsE family decaheme c-type cytochrome [Bradyrhizobium sp.]
TSA07416.1	other	Comamonadaceae bacterium	220.7	403.4	TSA07416.1 MAG: DmsE family decaheme c-type cytochrome [Comamonadaceae bacterium]
WP_269913065.1	other	Niveispirillum sp. BGYR6	220.7	328.7	WP_269913065.1 DmsE family decaheme c-type cytochrome [Niveispirillum sp. BGYR6]
WP_313400214.1	other	Stenotrophomonas sp.	220.7	306.2	WP_313400214.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp.]
WP_189494966.1	other	Luteimonas padinae	220.6	310.2	WP_189494966.1 DmsE family decaheme c-type cytochrome [Luteimonas padinae]
WP_215029884.1	other	Rhodomicrobium sp. Az07	220.4	278.2	WP_215029884.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium sp. Az07]
WP_337334608.1	other	Denitratimonas tolerans	220.4	306.3	WP_337334608.1 DmsE family decaheme c-type cytochrome [Denitratimonas tolerans]
WP_291142404.1	other	Dokdonella sp.	220.4	314.4	WP_291142404.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
TWB39565.1	other	Nitrospirillum pindoramense	220.3	325.7	TWB39565.1 DmsE family decaheme c-type cytochrome [Nitrospirillum pindoramense]
WP_211102125.1	other	Nitrospirillum pindoramense	220.3	325.7	WP_211102125.1 DmsE family decaheme c-type cytochrome [Nitrospirillum pindoramense]
WP_286758319.1	other	Ralstonia sp. RL	220.3	337.6	WP_286758319.1 DmsE family decaheme c-type cytochrome [Ralstonia sp. RL]
WP_322485562.1	other	Nitrospirillum goiasense	220.3	324.7	WP_322485562.1 DmsE family decaheme c-type cytochrome [Nitrospirillum goiasense]
WP_162456197.1	other	Pseudoxanthomonas kalamensis	220.2	314.2	WP_162456197.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas kalamensis]
SNS72546.1	other	Azospirillum sp. RU38E	220.2	328.0	SNS72546.1 decaheme c-type cytochrome, DmsE family [Azospirillum sp. RU38E]
SNS90407.1	other	Azospirillum sp. RU37A	220.2	328.0	SNS90407.1 decaheme c-type cytochrome, DmsE family [Azospirillum sp. RU37A]
WP_380022097.1	other	Dokdonella ginsengisoli	220.2	308.1	WP_380022097.1 DmsE family decaheme c-type cytochrome [Dokdonella ginsengisoli]
WP_200819989.1	other	unclassified Azospirillum	220.2	328.0	WP_200819989.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Azospirillum]
WP_011940435.1	other	Geotalea uraniireducens	220.1	219.1	WP_011940435.1 DmsE family decaheme c-type cytochrome [Geotalea uraniireducens]
WP_481530679.1	other	Stenotrophomonas sp. STEN018	220.1	305.1	WP_481530679.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. STEN018]
WP_145770618.1	other	Denitratisoma oestradiolicum	220.0	336.5	WP_145770618.1 DmsE family decaheme c-type cytochrome [Denitratisoma oestradiolicum]
WP_211102830.1	other	Nitrospirillum	219.9	319.9	WP_211102830.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Nitrospirillum]
WP_456119154.1	other	Stenotrophomonas acidaminiphila	219.9	308.9	WP_456119154.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
TWB15393.1	other	Nitrospirillum bahiense	219.9	319.9	TWB15393.1 DmsE family decaheme c-type cytochrome [Nitrospirillum bahiense]
TAH39026.1	other	Gammaproteobacteria bacterium	219.8	313.5	TAH39026.1 MAG: DmsE family decaheme c-type cytochrome [Gammaproteobacteria bacterium]
TXI72933.1	other	Dokdonella sp.	219.8	313.5	TXI72933.1 MAG: DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_277906489.1	other	Nitrospirillum amazonense	219.8	325.5	WP_277906489.1 DmsE family decaheme c-type cytochrome [Nitrospirillum amazonense]
WP_472345332.1	other	Geotalea uraniireducens	219.8	218.0	WP_472345332.1 DmsE family decaheme c-type cytochrome [Geotalea uraniireducens]
WP_343254414.1	other	Luteimonas changyuni	219.7	316.8	WP_343254414.1 DmsE family decaheme c-type cytochrome [Luteimonas changyuni]
WP_427853033.1	other	Stenotrophomonas acidaminiphila	219.7	305.3	WP_427853033.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas acidaminiphila]
WP_324357538.1	other	Dokdonella sp.	219.6	314.2	WP_324357538.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
TWB40895.1	other	Nitrospirillum viridazoti	219.4	319.5	TWB40895.1 DmsE family decaheme c-type cytochrome [Nitrospirillum viridazoti]
WP_300618358.1	other	Dokdonella sp.	219.4	305.9	WP_300618358.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_313317662.1	other	Stenotrophomonas sp.	219.4	311.8	WP_313317662.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp.]
WP_211098772.1	other	Nitrospirillum viridazoti	219.4	319.5	WP_211098772.1 DmsE family decaheme c-type cytochrome [Nitrospirillum viridazoti]
WP_396937047.1	other	Mycolicibacterium sp.	219.3	318.0	WP_396937047.1 DmsE family decaheme c-type cytochrome [Mycolicibacterium sp.]
WP_237097224.1	other	Nitrospina gracilis	219.3	247.0	WP_237097224.1 DmsE family decaheme c-type cytochrome [Nitrospina gracilis]
WP_241407241.1	Shewanella_DmsE	Shewanella sp. MM_2022_3	219.1	210.6	WP_241407241.1 DmsE family decaheme c-type cytochrome [Shewanella sp. MM_2022_3]
WP_291687406.1	other	Bradyrhizobium sp.	219.0	274.1	WP_291687406.1 DmsE family decaheme c-type cytochrome [Bradyrhizobium sp.]
WP_088212998.1	Shewanella_DmsE	Shewanella sp. Shew256	218.9	211.4	WP_088212998.1 DmsE family decaheme c-type cytochrome [Shewanella sp. Shew256]
WP_330495940.1	other	Nitrospirillum karajorum	218.9	325.1	WP_330495940.1 DmsE family decaheme c-type cytochrome [Nitrospirillum karajorum]
WP_235504299.1	other	Stenotrophomonas	218.8	307.8	WP_235504299.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Stenotrophomonas]
WP_282274522.1	other	Stenotrophomonas sp. PS02297	218.8	307.8	WP_282274522.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. PS02297]
WP_478019296.1	other	Stenotrophomonas sp. 05N423	218.7	307.6	WP_478019296.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. 05N423]
WP_293408097.1	other	Piscinibacter sp.	218.7	304.7	WP_293408097.1 DmsE family decaheme c-type cytochrome [Piscinibacter sp.]
WP_420477026.1	other	Noviherbaspirillum sp. ST9	218.6	329.1	WP_420477026.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp. ST9]
WP_482566966.1	other	Rhodoferax sp.	218.5	298.7	WP_482566966.1 DmsE family decaheme c-type cytochrome [Rhodoferax sp.]
WP_296655932.1	other	Rhodoferax sp.	218.3	299.4	WP_296655932.1 DmsE family decaheme c-type cytochrome [Rhodoferax sp.]
WP_322914048.1	other	Nitrospirillum guaranorum	218.2	322.3	WP_322914048.1 DmsE family decaheme c-type cytochrome [Nitrospirillum guaranorum]
WP_293763375.1	other	Stenotrophomonas sp.	218.2	304.8	WP_293763375.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp.]
WP_244479087.1	other	Stenotrophomonas terrae	218.1	304.0	WP_244479087.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas terrae]
WP_311364890.1	other	Banduia mediterranea	218.0	297.6	WP_311364890.1 DmsE family decaheme c-type cytochrome [Banduia mediterranea]
WP_018990111.1	other	Aromatoleum toluclasticum	217.9	312.0	WP_018990111.1 DmsE family decaheme c-type cytochrome [Aromatoleum toluclasticum]
ADP72408.1	other	Rhodomicrobium vannielii ATCC 17100	217.8	277.7	ADP72408.1 decaheme c-type cytochrome, DmsE family [Rhodomicrobium vannielii ATCC 17100]
WP_013420768.1	other	Rhodomicrobium vannielii	217.8	277.7	WP_013420768.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium vannielii]
WP_481547333.1	other	Stenotrophomonas sp. STEN021	217.7	308.1	WP_481547333.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. STEN021]
QTN24527.1	other	Rhizobacter sp. AJA081-3	217.7	303.7	QTN24527.1 DmsE family decaheme c-type cytochrome [Rhizobacter sp. AJA081-3]
WP_245434032.1	other	Rhodomicrobium lacus	217.7	272.6	WP_245434032.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium lacus]
WP_209385758.1	other	Rhizobacter sp. AJA081-3	217.7	303.7	WP_209385758.1 DmsE family decaheme c-type cytochrome [Rhizobacter sp. AJA081-3]
WP_237334381.1	other	Stenotrophomonas nitritireducens	217.6	304.9	WP_237334381.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas nitritireducens]
WP_166056869.1	other	Thermomonas sp. HDW16	217.5	306.7	WP_166056869.1 DmsE family decaheme c-type cytochrome [Thermomonas sp. HDW16]
WP_419176007.1	other	Desulfosediminicola sp.	217.5	237.0	WP_419176007.1 DmsE family decaheme c-type cytochrome [Desulfosediminicola sp.]
WP_202801806.1	other	Rhodovulum sp. PH10	217.5	282.2	WP_202801806.1 DmsE family decaheme c-type cytochrome [Rhodovulum sp. PH10]
QIL20748.1	other	Thermomonas sp. HDW16	217.5	306.7	QIL20748.1 DmsE family decaheme c-type cytochrome [Thermomonas sp. HDW16]
WP_231732436.1	other	Stenotrophomonas sp. KCTC 12332	217.4	298.9	WP_231732436.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. KCTC 12332]
WP_484093154.1	other	Geomonas sp.	217.2	262.7	WP_484093154.1 DmsE family decaheme c-type cytochrome [Geomonas sp.]
WP_346498064.1	other	Stenotrophomonas	217.1	303.7	WP_346498064.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Stenotrophomonas]
WKW50933.1	other	Rhodomicrobium lacus	217.1	272.6	WKW50933.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium lacus]
WP_303484923.1	other	Rhodomicrobium lacus	217.1	272.6	WP_303484923.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium lacus]
TDB26942.1	other	Stenotrophomonas sp. ATCM1_4	216.9	305.8	TDB26942.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. ATCM1_4]
RFF32293.1	other	Wenzhouxiangella sediminis	216.9	237.0	RFF32293.1 DmsE family decaheme c-type cytochrome [Wenzhouxiangella sediminis]
WP_116649475.1	other	Wenzhouxiangella sediminis	216.9	237.0	WP_116649475.1 DmsE family decaheme c-type cytochrome [Wenzhouxiangella sediminis]
WP_415186946.1	other	Rhodomicrobium sp.	216.9	272.3	WP_415186946.1 DmsE family decaheme c-type cytochrome [Rhodomicrobium sp.]
WP_243693952.1	other	Stenotrophomonas	216.8	308.0	WP_243693952.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Stenotrophomonas]
WP_348059876.1	other	Dokdonella sp.	216.7	305.3	WP_348059876.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_478073160.1	other	Stenotrophomonas sp. Steno-C18	216.7	307.6	WP_478073160.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. Steno-C18]
WP_420265236.1	other	Candidatus Magnetominusculus dajiuhuensis	216.7	270.5	WP_420265236.1 DmsE family decaheme c-type cytochrome [Candidatus Magnetominusculus dajiuhuensis]
WP_313254529.1	other	unclassified Stenotrophomonas	216.7	307.6	WP_313254529.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [unclassified Stenotrophomonas]
WP_478074885.1	other	Stenotrophomonas sp. Steno-Z2	216.6	305.9	WP_478074885.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. Steno-Z2]
WP_343790590.1	other	Dokdonella soli	216.5	305.7	WP_343790590.1 DmsE family decaheme c-type cytochrome [Dokdonella soli]
GAA0715373.1	other	Dokdonella soli	216.5	305.7	GAA0715373.1 DmsE family decaheme c-type cytochrome [Dokdonella soli]
WP_431600040.1	other	Stenotrophomonas sp.	216.4	310.6	WP_431600040.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp.]
WP_211097275.1	other	Oxalobacteraceae	216.3	328.3	WP_211097275.1 MULTISPECIES: DmsE family decaheme c-type cytochrome [Oxalobacteraceae]
RYD14733.1	other	Lysobacteraceae bacterium	216.1	304.2	RYD14733.1 MAG: DmsE family decaheme c-type cytochrome [Lysobacteraceae bacterium]
WP_292932630.1	other	Noviherbaspirillum sp.	215.6	327.1	WP_292932630.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp.]
KAF0145635.1	other	Nitrospirota bacterium	215.6	251.7	KAF0145635.1 MAG: decaheme c-type cytochrome DmsE family [Nitrospirota bacterium]
WP_324109400.1	other	Noviherbaspirillum sp.	215.5	329.5	WP_324109400.1 DmsE family decaheme c-type cytochrome [Noviherbaspirillum sp.]
WP_115016103.1	Shewanella_DmsE	Shewanella putrefaciens	215.5	207.8	WP_115016103.1 DmsE family decaheme c-type cytochrome [Shewanella putrefaciens]
WP_343200018.1	other	Stenotrophomonas sp. MYb238	215.4	305.7	WP_343200018.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas sp. MYb238]
WP_136796516.1	other	Desulfosediminicola ganghwensis	215.3	237.4	WP_136796516.1 DmsE family decaheme c-type cytochrome [Desulfosediminicola ganghwensis]
WP_291186754.1	other	Dokdonella sp.	215.2	303.1	WP_291186754.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_433851342.1	other	Stenotrophomonas nitritireducens	215.2	306.8	WP_433851342.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas nitritireducens]
TWB59437.1	other	Nitrospirillum viridazoti	215.1	321.8	TWB59437.1 DmsE family decaheme c-type cytochrome [Nitrospirillum viridazoti]
WP_004272032.1	other	Nitrospirillum viridazoti	215.1	321.8	WP_004272032.1 DmsE family decaheme c-type cytochrome [Nitrospirillum viridazoti]
WP_325142767.1	other	Dokdonella sp.	215.1	307.3	WP_325142767.1 DmsE family decaheme c-type cytochrome [Dokdonella sp.]
WP_024460719.1	other	Marinimicrobium sp. LS-A18	215.0	210.5	WP_024460719.1 DmsE family decaheme c-type cytochrome [Marinimicrobium sp. LS-A18]
WP_224404599.1	other	Afifella sp. IM 167	214.9	263.1	WP_224404599.1 DmsE family decaheme c-type cytochrome [Afifella sp. IM 167]
WP_162373046.1	other	Pseudoxanthomonas sangjuensis	214.7	291.6	WP_162373046.1 DmsE family decaheme c-type cytochrome [Pseudoxanthomonas sangjuensis]
QPJ61350.1	other	Candidatus Nitronauta litoralis	214.4	248.9	QPJ61350.1 MAG: DmsE family decaheme c-type cytochrome [Candidatus Nitronauta litoralis]
WP_407009766.1	other	Vibrio parahaemolyticus	214.3	120.6	WP_407009766.1 DmsE family decaheme c-type cytochrome [Vibrio parahaemolyticus]
WP_380021925.1	other	Dokdonella ginsengisoli	214.0	298.6	WP_380021925.1 DmsE family decaheme c-type cytochrome [Dokdonella ginsengisoli]
WP_325111023.1	other	Ramlibacter sp.	214.0	308.4	WP_325111023.1 DmsE family decaheme c-type cytochrome [Ramlibacter sp.]
XPI01477.1	other	OM182 bacterium	213.7	205.9	XPI01477.1 MAG: DmsE family decaheme c-type cytochrome [OM182 bacterium]
WP_322950662.1	other	Nitrospirillum guanabarense	213.6	319.0	WP_322950662.1 DmsE family decaheme c-type cytochrome [Nitrospirillum guanabarense]
WP_250061950.1	other	Stenotrophomonas mori	213.5	301.5	WP_250061950.1 DmsE family decaheme c-type cytochrome [Stenotrophomonas mori]
WP_201688818.1	other	Ramlibacter alkalitolerans	213.3	314.6	WP_201688818.1 DmsE family decaheme c-type cytochrome [Ramlibacter alkalitolerans]
WP_236599669.1	other	Ramlibacter alkalitolerans	213.3	314.6	WP_236599669.1 DmsE family decaheme c-type cytochrome [Ramlibacter alkalitolerans]
WP_307154760.1	other	Rhodopseudomonas julia	213.2	252.8	WP_307154760.1 DmsE family decaheme c-type cytochrome [Rhodopseudomonas julia]
WP_424592987.1	other	Bradyrhizobium sp.	213.2	249.5	WP_424592987.1 DmsE family decaheme c-type cytochrome [Bradyrhizobium sp.]
